season,player_id,player_name,team_name,team_short_name,qbr_total,pts_added,qb_plays,epa_total,pass,run,exp_sack,penalty,sack
2015,552880,Nick Mullens,Golden Eagles,USM,69.1,60.2,612,71.2,83.4,4.3,-15.3,2,-18.4
2015,532645,Zach Terrell,Broncos,WMU,68.9,38.1,517,50.6,60.9,6.9,-16.2,-1,-16.2
2015,511889,Jeff Driskel,Bulldogs,LT,68.4,53.8,583,65.9,65.3,9.9,-11.1,1.7,-11.1
2015,3886377,Josh Rosen,Bruins,UCLA,68.4,35.7,584,52.6,57.7,4.8,-7.4,-1.1,-8.9
2015,3125353,Kent Myers,Aggies,USU,68.3,25.2,303,32.1,29.6,9.4,-7.7,2,-8.9
2015,559751,Brandon Harris,Tigers,LSU,68.2,14.3,395,26.8,27.6,8.8,-9.8,2.7,-12.2
2015,3914864,Kenny Potter,Spartans,SJSU,68.1,36.2,408,46.9,37.6,22.4,-15.8,3.6,-16.6
2015,532065,Nathan Peterman,Panthers,PITT,68,15.9,433,32.9,42.4,6.4,-15.7,2.8,-18.6
2015,513329,Cody Kessler,Trojans,USC,67.5,19.7,556,39,56.5,6.1,-21.6,-0.3,-23.1
2015,530521,Greyson Lambert,Bulldogs,UGA,66.8,3.8,310,16.1,29.4,-3.3,-8.4,-1.1,-8.9
2015,532273,Dane Evans,Golden Hurricane,TLSA,66.5,42.9,642,60.7,81,1.3,-22.4,2,-23.7
2015,517393,Mike Bercovici,Sun Devils,ASU,66.5,26.9,675,51.7,63.7,7.5,-20.2,3.4,-22.9
2015,550629,Luke Falk,Cougars,WSU,65.9,51.4,777,81.6,104.1,1.7,-22.2,0.5,-24.5
2015,512191,Jacoby Brissett,Wolfpack,NCST,65.5,16.2,564,32.4,35.9,15.3,-19.5,2,-20.8
2015,514230,Joel Stave,Badgers,WIS,64.8,12.7,439,29.5,40,-1.7,-13.9,7.9,-16.6
2015,514481,Michael Brewer,Hokies,VT,64.3,9.9,271,21.1,30.9,0.5,-12.1,2.7,-12.6
2015,546267,Nick Stevens,Rams,CSU,64.2,31.2,435,43.7,46.6,4.6,-7.4,0.8,-8.6
2015,553235,Matt Linehan,Vandals,IDHO,64.1,44,513,56.5,52,16,-12.6,2.6,-14.1
2015,535548,Matt Johns,Cavaliers,UVA,63.4,11.3,510,31.6,37.5,6.9,-13.2,2.7,-15.4
2015,3916447,Eric Dungey,Orange,SYR,63.3,3.9,287,14.1,16.9,3.2,-6.2,2,-7.9
2015,515409,Everett Golson,Fighting Irish,ND,63,4.1,301,16.2,29.7,-0.3,-12.2,-0.4,-12.8
2015,548144,Perry Orth,Gamecocks,SC,63,-0.7,342,13.9,17.5,6.3,-9.6,0,-9.9
2015,545382,Joel Lanning,Cyclones,ISU,62.8,-0.7,303,10.3,10.2,13.4,-12.6,0.1,-13.5
2015,559681,Kyle Allen,Aggies,TA&M,62.3,-2.7,369,12.5,24.3,5.2,-14.8,0.8,-18.1
2015,3124848,Nick Arbuckle,Panthers,GAST,62.2,50.9,599,68.5,83,2.6,-19.3,3,-20.1
2015,3126168,Blake Kemp,Pirates,ECU,62,21,439,35.7,45.4,-2.9,-7.2,1.6,-8.3
2015,530731,Mitch Leidner,Golden Gophers,MINN,61.3,4,555,26.8,39.1,0.1,-10,0.3,-12.9
2015,530478,Thomas Sirk,Blue Devils,DUKE,60.8,12.8,649,38,27.8,10.4,-5.9,5,-5.9
2015,3886812,Jake Browning,Huskies,WASH,60.8,10.8,469,29,36.4,12.6,-18.8,-0.2,-19.7
2015,3722362,Brett Rypien,Broncos,BSU,58.3,26.9,506,37.5,42.1,3.1,-9.2,3.8,-11.6
2015,3116188,David Blough,Boilermakers,PUR,57.9,-4.4,376,10.3,12.2,6.8,-9.6,1.6,-10.3
2015,3125318,Blake Decker,Rebels,UNLV,57.7,11,275,20.7,20.4,2.8,-5.1,4.8,-7.3
2015,3116460,Skyler Howard,Mountaineers,WVU,57.4,5.2,599,26.4,35.8,7.4,-18.3,3.6,-20.5
2015,531051,Travis Wilson,Utes,UTAH,57.3,-0.1,489,20.7,16.2,13.6,-15.2,6.1,-15.2
2015,532113,Matt Davis,Mustangs,SMU,57.1,23.4,562,39.4,29.4,22.2,-19.8,8.4,-20.6
2015,534294,Cardale Jones,Buckeyes,OSU,56.1,5.3,261,14.4,22.4,-0.9,-6.9,0.9,-7.9
2015,3931782,Chase Litton,Thundering Herd,MRSH,55.5,18.5,473,31.8,42.5,-3.3,-8,0.9,-8.3
2015,3860070,Seth Collins,Beavers,ORST,55.2,7.1,280,15.3,8.6,9.2,-2.5,0.1,-2.5
2015,532480,Drew Hare,Huskies,NIU,54.8,12.3,385,26.2,35.4,0.1,-8.7,-0.5,-8.7
2015,547549,Chris Laviano,Scarlet Knights,RUTG,54.7,0.7,407,15.5,28.8,-0.8,-11.5,-1.2,-11.5
2015,3139591,Quinton Flowers,Bulls,USF,54.4,12.3,506,29.9,24,15.4,-8.8,0.2,-9.7
2015,549759,PJ Walker,Owls,TEM,54.2,8.8,575,32.1,34.9,0,-9.8,9.1,-12.3
2015,530944,Patrick Towles,Wildcats,UK,54.1,-4.4,430,14.5,13.8,12.3,-15.5,3.8,-15.5
2015,3121647,Treon Harris,Gators,FLA,53.9,-18.1,354,-1,9.3,12.2,-21.1,-0.4,-22.1
2015,517248,Joe Hubener,Wildcats,KSU,53.8,0.9,496,20.5,18.7,10.1,-11.3,3.5,-11.6
2015,550357,Thomas Woodson,Zips,AKR,53.6,19.6,485,36,30.4,9.4,-6.8,5.1,-8.9
2015,3125813,Hayden Moore,Bearcats,CIN,53.6,-1.1,302,10.1,20.4,-1,-9.1,1.2,-10.5
2015,547343,Karson Roberts,Falcons,AFA,53.2,6.8,335,17.6,14.9,3.5,-0.5,-0.4,-0.5
2015,546145,Brandon Silvers,Trojans,TROY,53,7.3,401,20.7,29.4,-1,-5.2,-0.1,-7.5
2015,513614,Joe Licata,Bulls,BUFF,52.6,8.8,526,28.5,34.4,3,-9.6,1.5,-10.1
2015,3125121,Jerrod Heard,Longhorns,TEX,52.2,-2.1,317,11.2,12.1,19,-17.9,-1.2,-18.7
2015,511552,Derrius Vick,Bobcats,OHIO,50.8,7,370,20.8,35.7,-1.8,-13.9,2.2,-15.3
2015,515906,Phillip Ely,Rockets,TOL,50.7,7.9,472,26.3,35.6,-5.4,-3,0.1,-4
2015,550278,Sefo Liufau,Buffaloes,COLO,50.1,0.6,482,20.1,25.5,6.1,-11.7,1,-12.7
2015,548240,Tyler Jones,Bobcats,TXST,50,16.3,562,33,28.3,14.2,-9.6,1.4,-10.7
2015,511969,Sam B. Richardson,Cyclones,ISU,49.8,-2.7,291,9.2,21,-2.2,-10.8,2.1,-11.7
2015,552329,Christian Hackenberg,Nittany Lions,PSU,49.5,-16.8,477,5.2,22.7,4.8,-22.9,1.4,-23.7
2015,534652,Wes Lunt,Fighting Illini,ILL,49.4,-23.8,543,2,14.8,-2.9,-11.7,1.7,-11.7
2015,3915468,Riley Neal,Cardinals,BALL,48.2,-2.3,511,17.5,21.8,-3.6,-5.7,6,-6.6
2015,514894,Driphus Jackson,Owls,RICE,47.5,7.6,455,22.7,40.3,0.5,-17.3,1,-19.1
2015,551028,Lamar Jordan,Lobos,UNM,47.1,10.1,285,22.1,3.5,22.5,-4.4,0.3,-4.4
2015,530541,Brenden Motley,Hokies,VT,47.1,-7.3,279,5.4,10.2,5.5,-10.9,2.2,-12.4
2015,534770,Austin Appleby,Boilermakers,PUR,47,-3.6,278,7.6,16.7,-4.8,-5.4,2.5,-6.8
2015,536228,Tyler Stewart,Wolf Pack,NEV,45.9,6.1,466,24.6,24.3,10.8,-14.6,5.2,-15.8
2015,3116144,Clayton Thorson,Wildcats,NW,45.7,-16.8,421,3,3.9,16.4,-15.4,-0.8,-16.6
2015,3124092,John Wolford,Demon Deacons,WAKE,44.5,-18,326,-1.9,11.3,-0.8,-12.6,0.7,-13.2
2015,552782,Brogan Roback,Eagles,EMU,44.2,3,433,17.3,24.8,0.5,-6.9,-0.3,-7.5
2015,531678,Brooks Haack,Ragin' Cajuns,ULL,44.1,2.4,270,13.4,16,5,-8,0.7,-8
2015,3128843,Alex McGough,Golden Panthers,FIU,42.8,0.9,550,21.9,31.5,5.9,-14.6,1.8,-17.2
2015,3700815,Kendall Hinton,Demon Deacons,WAKE,42.5,-11.7,287,1.6,1.9,9.7,-9.9,0.8,-10.7
2015,551230,Kurt Palandech,Rebels,UNLV,42.1,-5.9,253,4.6,0.5,14.2,-11.9,1.8,-11.9
2015,549956,Bryant Shirreffs,Huskies,CONN,41,-15.1,470,6.7,19.7,3.5,-18.3,1.8,-18.3
2015,534317,Perry Hills,Terrapins,MD,40.8,-28.1,310,-11.2,-9.9,9,-10.6,1.3,-11.6
2015,538156,Fredi Knighten,Red Wolves,ARST,40.7,-8,417,10,21.8,-0.7,-11.4,0.5,-11.9
2015,546184,Johnny McCrary,Commodores,VAN,40.3,-25.7,363,-7.1,0.9,3.9,-11.9,1.2,-13.1
2015,518271,Blake Frohnapfel,Minutemen,UMASS,39.8,-16.7,578,9.7,20.7,3.9,-15.9,1.8,-16.8
2015,531104,Justin Thomas,Yellow Jackets,GT,39.4,-26.4,343,-8.2,2.9,-2.5,-9,0.5,-9
2015,3124972,Andrew Allen,Aggies,NMSU,39,-5.9,310,6.9,16.8,3.1,-12.6,-0.3,-12.6
2015,550876,Jaquez Johnson,Owls,FAU,37.8,-10.3,377,7.6,15.1,1.9,-11.2,3,-12.4
2015,3924327,Drew Lock,Tigers,MIZ,33,-39.3,335,-19.3,-15.3,7.9,-14.1,2.2,-14.1
2015,3124944,Garrett Smith,Warhawks,ULM,32.3,-28.4,470,-4.5,14.3,-5.2,-11.8,-0.3,-13.3
2015,530691,Cameron Coffman,Cowboys,WYO,32.2,-15.4,315,-0.2,22.4,-8,-15.3,0.7,-15.3
2015,512806,Chuckie Keeton,Aggies,USU,31.7,-21.3,266,-7.5,-10.4,4.7,-4.4,3.4,-5.1
2015,3917958,Ryan Willis,Jayhawks,KU,31.2,-44.9,395,-16.1,-1.9,-0.6,-13,0.9,-14.5
2015,551184,Justin Holman,Knights,UCF,31.1,-24.1,327,-6.4,-5.8,6.1,-4.6,-0.2,-6.6
2015,3918634,Cody Clements,Jaguars,USA,30.4,-25.1,446,-3.1,10.8,-3.2,-15.8,5.4,-16.4
2015,545757,Tanner Lee,Green Wave,TULN,29,-20,323,-3.6,17.1,-6.4,-10.9,-0.4,-13.9
2015,3123209,Shuler Bentley,Monarchs,ODU,26.8,-27,332,-8.7,5.1,-1.9,-12,2.7,-14.5
2015,3125858,George Bollas,Golden Flashes,KENT,26.6,-22.6,281,-6.3,-6.6,1.5,-4.1,2.7,-4.1
2015,3124037,Dalton Sturm,Roadrunners,UTSA,24.4,-19.9,357,-2.3,18.7,-2.6,-18,-0.1,-18.4
2015,513330,Max Wittek,Rainbow Warriors,HAW,24.4,-40,328,-18.2,-6.8,1.4,-12.8,2.5,-15.4
2015,3915317,Billy Bahl,RedHawks,M-OH,22.1,-30.9,279,-13.1,-3.8,0.4,-10,1.1,-10.8
2016,550373,Baker Mayfield,Sooners,OKLA,91.8,95.8,464,95.1,98.9,4,-9.2,3.1,-10.9
2016,3139591,Quinton Flowers,Bulls,USF,86.3,104.3,566,108,47.7,67.8,-6.5,-1,-6.5
2016,3912547,Sam Darnold,Trojans,USC,86.2,61.9,474,68.3,66.6,3.1,-3.2,2.3,-3.8
2016,3916387,Lamar Jackson,Cardinals,LOU,84.8,84.5,710,88.6,54.2,59.3,-23.6,-1.2,-23.6
2016,3122840,Deshaun Watson,Tigers,CLEM,83.9,72.5,796,96.8,93.1,6.2,-10.2,8.6,-11.1
2016,545238,Mitchell Trubisky,Tar Heels,UNC,83.6,72.8,606,90.5,93.9,9.3,-13,1.1,-13.7
2016,3139477,Patrick Mahomes,Red Raiders,TTU,82.5,103,784,116,102.7,28.9,-17.7,2.5,-18.1
2016,532645,Zach Terrell,Broncos,WMU,81.9,76.8,493,81.8,77.9,14.1,-8.8,0.2,-10.4
2016,534580,Chad Kelly,Rebels,MISS,81.4,37.1,447,51.2,50.6,9.1,-10.4,4.3,-12.7
2016,3886812,Jake Browning,Huskies,WASH,81.3,56.4,494,57.5,62.8,6.5,-13.6,2.7,-14.5
2016,532065,Nathan Peterman,Panthers,PITT,81.3,45.3,423,56.4,49,8.5,-6.1,6,-7.3
2016,546540,Joshua Dobbs,Volunteers,TENN,79.8,43.6,533,62,43.4,36.6,-20.1,2.9,-21.1
2016,551208,Will Worth,Midshipmen,NAVY,79.6,51.6,401,57,30.4,31.1,-5.6,1.8,-6.4
2016,3921561,Deondre Francois,Seminoles,FSU,78.4,34.5,558,52.4,55.2,13.6,-18.4,3.1,-19.2
2016,531104,Justin Thomas,Yellow Jackets,GT,78.2,31.4,315,40.7,32.5,13.8,-7.6,3.5,-9.1
2016,3133993,Brandon Dawkins,Wildcats,ARIZ,78.2,30.9,339,39.6,12.3,31.2,-7.7,3.8,-7.7
2016,545910,Logan Woodside,Rockets,TOL,77.9,69.9,504,81.5,95,-5.7,-8.8,1.2,-9.1
2016,549804,Mike White,Hilltoppers,WKU,77.6,67.1,475,71.1,85.7,-3.9,-8,0.5,-10.8
2016,558337,Nick Fitzgerald,Bulldogs,MSST,77.4,61.8,599,71.3,15.9,61.3,-6.8,2.9,-8.9
2016,3116407,Mason Rudolph,Cowboys,OKST,75.9,53.4,562,71.4,80.4,6.6,-17.4,4.1,-19.7
2016,550448,Jesse Ertz,Wildcats,KSU,75.6,41.9,490,57.3,29.1,39.7,-11.8,0.4,-11.8
2016,3115966,Wilton Speight,Wolverines,MICH,75.1,15.9,387,26.8,39.6,-1.4,-11.7,1.5,-13
2016,550170,Danny Etling,Tigers,LSU,74.7,16.8,343,27.8,35.7,2,-10.1,1.4,-11.3
2016,556465,Jerod Evans,Hokies,VT,74,51,665,69,66.1,15,-17.2,6.6,-18.9
2016,4038941,Justin Herbert,Ducks,ORE,73.9,20.3,336,28,35,2.3,-8.2,-0.9,-8.4
2016,3918298,Josh Allen,Cowboys,WYO,73.8,57,561,73,57,30.8,-16.9,1.9,-16.9
2016,3116172,Trace McSorley,Nittany Lions,PSU,73.7,37.6,575,55.2,62.7,0.6,-13.5,8.2,-16.4
2016,531316,Ryan Higgins,Bulldogs,LT,73.5,91.5,616,99.9,102.6,8.9,-12.7,2.4,-14
2016,532273,Dane Evans,Golden Hurricane,TLSA,72.6,51.7,529,63.2,61.9,10.7,-13.1,5.3,-14.5
2016,534449,Trevor Knight,Aggies,TA&M,72.3,22.8,506,40.4,24.2,22.4,-7.3,2,-8.3
2016,545683,Brent Stockstill,Blue Raiders,MTSU,72,60.2,500,74.3,62.3,9.2,-4.3,7.8,-5
2016,550629,Luke Falk,Cougars,WSU,72,51.4,769,70.6,86.6,0.1,-18.3,2.9,-19
2016,3116460,Skyler Howard,Mountaineers,WVU,71.6,44.9,584,61,53.8,17.2,-15.5,6,-16
2016,3121585,Sean White,Tigers,AUB,71.4,10.2,288,20.1,21.5,8.4,-9.7,1.4,-11.2
2016,545624,J.T. Barrett,Buckeyes,OSU,70.5,22.2,632,42.1,36.1,21,-16.6,1.6,-16.6
2016,545552,Greg Ward,Cougars,HOU,70.3,56.1,693,73.4,66.6,21.3,-17.1,3,-17.6
2016,547206,Austin Allen,Razorbacks,ARK,69.9,16.6,518,32.4,50.4,-0.2,-20.2,4.1,-22
2016,550386,Davis Webb,Golden Bears,CAL,69.9,30.3,716,51.3,58.7,0.6,-9.9,3,-11
2016,3129302,DeShone Kizer,Fighting Irish,ND,69.5,28.3,533,46.6,49.6,11.2,-14,-0.2,-14
2016,3123048,Brad Kaaya,Hurricanes,MIAMI,68.6,24.6,493,41.5,53.3,-0.3,-13.1,2.4,-13.8
2016,4040715,Jalen Hurts,Crimson Tide,ALA,68.4,16.1,624,37.3,25.5,25.4,-10.6,-1,-12.5
2016,535511,Seth Russell,Bears,BAY,67.6,29.4,410,39.3,17.7,31.6,-7.3,-2.8,-7.3
2016,533270,Tommy Armstrong Jr.,Cornhuskers,NEB,67.6,22.4,439,40.1,27.6,13.6,-3.9,2.8,-3.9
2016,548447,Taylor Lamb,Mountaineers,APP,67.3,41.5,453,53.1,30.4,21.5,-5.5,6.6,-5.5
2016,546288,Ryan Finley,Wolfpack,NCST,66.5,8.6,507,28.5,37,-1.1,-10.4,3.6,-10.9
2016,3722362,Brett Rypien,Broncos,BSU,66.2,37.2,479,49,65.4,-5.6,-9.1,0.2,-11
2016,3916447,Eric Dungey,Orange,SYR,65,11.8,527,32.3,51.1,-1.7,-15.5,-0.2,-16.8
2016,552782,Brogan Roback,Eagles,EMU,65,37.2,466,53.4,49.2,9.1,-5.8,2.5,-7.3
2016,482594,Taysom Hill,Cougars,BYU,64.2,27,552,50,27.9,33,-13.1,4.9,-15.5
2016,530738,Philip Nelson,Pirates,ECU,63.3,17.1,436,33.4,37.3,2.2,-12.4,7.8,-13.9
2016,3917792,Daniel Jones,Blue Devils,DUKE,62.8,9.1,604,33.3,40.1,10.2,-17.3,2.2,-19.3
2016,550278,Sefo Liufau,Buffaloes,COLO,62.7,7.9,512,26.6,39,0.1,-14.1,2.5,-15
2016,535578,Tyler O'Connor,Spartans,MSU,62.6,5.2,361,18.9,30.8,-1.6,-11.1,1.3,-11.7
2016,3116144,Clayton Thorson,Wildcats,NW,62.3,19,608,43.6,66.2,1.2,-23.3,1.8,-25.4
2016,550357,Thomas Woodson,Zips,AKR,62.2,23,323,33.3,40.2,-1.9,-8.5,3.5,-8.5
2016,3125968,Gus Ragland,RedHawks,M-OH,62.1,22.9,284,34.9,39.2,5.5,-9.9,2.3,-12.1
2016,559568,Jacob Park,Cyclones,ISU,61.9,7,281,15.4,20.6,1.7,-6.5,-0.2,-6.5
2016,549865,Kenny Hill,Horned Frogs,TCU,61.7,23.4,604,45.7,34.4,32.3,-16.7,-2.4,-18.7
2016,557882,Stephen Johnson,Wildcats,UK,61.7,10.2,395,25,26.3,13.6,-12.2,0.9,-16.1
2016,545382,Joel Lanning,Cyclones,ISU,61.7,12,315,21.4,17.8,14.5,-12.1,1.2,-12.1
2016,532644,Anthony Maddie,Huskies,NIU,61.3,22.6,272,30,16.2,14.6,-1.1,0.5,-1.1
2016,532925,Kevin Ellison,Eagles,GASO,61,12.1,263,21.2,16,7.2,-2.4,0.9,-2.8
2016,549759,PJ Walker,Owls,TEM,60.9,20.1,507,37,55.1,-1.5,-18.9,2.9,-19.4
2016,546539,Riley Ferguson,Tigers,MEM,60,23.2,557,39.4,56.9,-0.9,-17.6,1.9,-18.7
2016,535113,David Washington,Monarchs,ODU,59.6,35.5,444,44,47.5,1.2,-8.2,3.4,-8.2
2016,546145,Brandon Silvers,Trojans,TROY,58.5,25.2,566,45.4,38.4,9.2,-4.3,3.3,-5.4
2016,3886377,Josh Rosen,Bruins,UCLA,58.3,5.7,272,17,23.5,0.9,-8.5,2.4,-10.1
2016,546687,Richard Lagow,Hoosiers,IND,57.9,2.9,528,25.3,41.8,-0.8,-16.9,3,-18.6
2016,3116772,Andrew Ford,Minutemen,UMASS,57.6,21.4,443,33.4,46.9,4.4,-16.8,0.7,-18.6
2016,4038224,Dru Brown,Rainbow Warriors,HAW,56.9,30.3,466,40.8,45.8,6.4,-10.7,0.4,-11.8
2016,3924327,Drew Lock,Tigers,MIZ,56,0.5,535,20.1,28.5,-1,-6.8,0,-7.5
2016,553235,Matt Linehan,Vandals,IDHO,55.8,31.8,545,47,49.4,1.8,-10.1,5.9,-10.1
2016,532440,Greg Windham,Bobcats,OHIO,55.4,17.2,418,34.6,18.7,17.1,-5.3,6.9,-7.7
2016,530731,Mitch Leidner,Golden Gophers,MINN,55.2,3.8,454,23.7,18.8,13,-9.7,1.6,-9.7
2016,4035003,Jacob Eason,Bulldogs,UGA,55,-3.2,452,16.7,25.4,2.7,-13.8,4.4,-16
2016,531455,Cooper Rush,Chippewas,CMU,54.8,21.1,567,40.7,49.1,10.1,-20.3,3.1,-21.8
2016,552880,Nick Mullens,Golden Eagles,USM,54.7,23,469,38.4,48.1,0,-12.9,5.2,-15
2016,4039034,Shane Buechele,Longhorns,TEX,54.3,6.3,529,28.2,45.6,-1.6,-18.9,3.6,-19.4
2016,534770,Austin Appleby,Gators,FLA,53.2,-18.9,267,-4.8,9.2,-1.3,-11.7,0,-12.7
2016,3124092,John Wolford,Demon Deacons,WAKE,52.9,-9.3,469,12,9.4,23,-20.8,2.4,-22.7
2016,546876,Troy Williams,Utes,UTAH,51.6,-7.4,564,18.6,34.4,-4.7,-16.4,5.9,-17.1
2016,550226,Conner Manning,Panthers,GAST,51.5,7.6,434,23.8,29.8,0.9,-6.7,1.1,-7.9
2016,3931782,Chase Litton,Thundering Herd,MRSH,51.4,21.8,440,35.7,42.4,-1.3,-11,6.3,-11.7
2016,545645,Kurt Benkert,Cavaliers,UVA,50.5,-5.3,503,15.6,31.7,-2.8,-15.7,3.5,-17.1
2016,3915468,Riley Neal,Cardinals,BALL,50.2,16.9,553,36.9,34.5,13.4,-11,1.8,-12.8
2016,531259,Mike Fafaul,Bruins,UCLA,50,-12.3,304,2,5.6,-0.5,-5.6,2.5,-5.6
2016,3116188,David Blough,Boilermakers,PUR,49.6,-8.7,637,17.1,24.9,2.8,-14,4.2,-14.7
2016,3916208,Ben Hicks,Mustangs,SMU,49.5,1,500,20,25.4,1.8,-10.9,5.8,-13
2016,3124037,Dalton Sturm,Roadrunners,UTSA,49.4,23.4,445,38.7,40.7,18.9,-20.5,0.6,-22.2
2016,3915776,Kyle Shurmur,Commodores,VAN,49.3,-12.9,464,8.2,25.5,-0.3,-19,2.8,-19.8
2016,3914864,Kenny Potter,Spartans,SJSU,49.3,9.5,478,26.4,30.1,14.2,-20.4,3.2,-21.4
2016,3139921,Christian Chapman,Aztecs,SDSU,48.5,9.8,362,22.5,40.2,2.4,-16.4,-1.8,-18.5
2016,3128814,Manny Wilkins,Sun Devils,ASU,47.8,-2.3,470,16.5,26.1,8.5,-20.8,4.1,-22
2016,530944,Patrick Towles,Eagles,BC,47.8,-13.4,427,5.9,9.8,10.1,-13.5,0.7,-14.9
2016,536228,Tyler Stewart,Wolf Pack,NEV,47.7,9.3,249,16.3,17.4,5.8,-8.7,1.7,-8.7
2016,3139889,Hasaan Klugh,49ers,CHAR,46.1,13.1,342,24.7,11.7,18.6,-7.8,2.4,-8
2016,3125259,Dallas Davis,Jaguars,USA,45.8,12.3,483,31.6,35.7,12.1,-15.5,0.8,-16.8
2016,3124944,Garrett Smith,Warhawks,ULM,45.6,7.4,246,15.2,5.8,11.7,-3.3,1,-3.3
2016,3122713,Jason Driskel,Owls,FAU,45.3,13.7,435,28.7,25.1,15.9,-11.6,0,-12.5
2016,535844,C.J. Beathard,Hawkeyes,IOWA,44.1,-21.6,409,-1.6,14.5,4,-17.7,-0.8,-19.1
2016,3125353,Kent Myers,Aggies,USU,43.9,-8.4,517,13,15.1,15.5,-15.5,0.3,-18
2016,3125813,Hayden Moore,Bearcats,CIN,42.8,-5,319,9.2,23.5,-2.6,-10.4,0.9,-12.6
2016,3124698,Ryan Metz,Miners,UTEP,42.7,6,254,12.3,17.8,1.5,-6.8,-0.5,-6.8
2016,534652,Wes Lunt,Fighting Illini,ILL,41.4,-12.3,267,0.4,7.7,0,-7.3,1.4,-8.8
2016,3116379,Justice Hansen,Red Wolves,ARST,41.1,0.8,455,19.2,38.4,-6.5,-11.8,0.4,-13
2016,3124981,Tyler Rogers,Aggies,NMSU,40.4,-2.9,575,18.4,15.1,17.6,-15.7,1.4,-15.7
2016,536503,Tyler Stehling,Owls,RICE,39.7,0.5,467,18,21.6,9.3,-14,2.2,-15.2
2016,546033,Anthony Jennings,Ragin' Cajuns,ULL,39.1,-13.6,513,9.2,17.9,11.4,-20.9,2.2,-21.8
2016,549956,Bryant Shirreffs,Huskies,CONN,38.4,-12.9,443,7.2,26.7,-11.2,-11,3.6,-11.9
2016,534317,Perry Hills,Terrapins,MD,37.5,-23.8,313,-7.4,13.4,6.2,-21.4,-2.6,-24.4
2016,550339,Nick Holley,Golden Flashes,KENT,37.3,-8.9,341,6.9,-1.4,17.6,-9.5,0.2,-9.5
2016,3128843,Alex McGough,Golden Panthers,FIU,37.3,0.5,364,16,16.9,7.6,-7.9,0.8,-9.4
2016,3918038,Chason Virgil,Bulldogs,FRES,36.9,-14.6,434,5,10.5,1.8,-10.6,3.3,-10.6
2016,3129089,Ahmad Bradshaw,Black Knights,ARMY,35.3,-9.4,304,4.4,-0.7,8.3,-4.5,1.9,-5
2016,4042113,McKenzie Milton,Knights,UCF,34.9,-28.9,474,-5.6,8.7,2.5,-16.6,0.8,-17.6
2016,3914395,James Morgan,Falcons,BGSU,33.6,-17.3,401,1.5,9.4,-1,-11.3,6.6,-13.7
2016,548240,Tyler Jones,Bobcats,TXST,32.3,-24.8,495,-0.7,20.4,-1.1,-20,1,-21.7
2016,4039073,Mason Fine,Mean Green,UNT,30.6,-15,379,2.6,14.1,10.3,-20.5,1.7,-23.5
2016,3126243,Glen Cuiellette,Green Wave,TULN,30.5,-34.8,391,-12.7,8.6,-12.1,-10.1,1.5,-11.4
2016,3916564,Tyree Jackson,Bulls,BUFF,28.8,-24.6,439,-2.9,-2.6,3.1,-5.5,2.6,-6
2017,550373,Baker Mayfield,Sooners,OKLA,92.3,108,531,114.7,113,18.5,-18.2,2.1,-19.1
2017,4039602,Khalil Tate,Wildcats,ARIZ,91.9,74,361,78.1,31.6,50.3,-7.4,3.3,-7.4
2017,3116407,Mason Rudolph,Cowboys,OKST,86.7,102,591,105.4,103.9,8.3,-12.6,7.6,-14.4
2017,3916387,Lamar Jackson,Cardinals,LOU,85.4,86.9,714,99.4,53.6,62.9,-14.6,-0.8,-15.8
2017,4042113,McKenzie Milton,Knights,UCF,84.2,103,548,113.2,83.6,33.3,-6.5,2.8,-6.5
2017,4240689,Jake Fromm,Bulldogs,UGA,84.1,44.1,394,52.7,57.2,8.4,-14,1.6,-14.6
2017,4040715,Jalen Hurts,Crimson Tide,ALA,83,40.6,435,48.9,34.8,24.1,-13.7,3.6,-13.7
2017,545624,J.T. Barrett,Buckeyes,OSU,81.8,64.2,584,69,38.1,34,-9.3,6.9,-10.1
2017,3116172,Trace McSorley,Nittany Lions,PSU,81.5,61.8,590,69.9,67.2,13.3,-13.2,3.4,-13.9
2017,550170,Danny Etling,Tigers,LSU,80.8,36.3,379,46.3,49.2,10.4,-16,2.6,-16
2017,546288,Ryan Finley,Wolfpack,NCST,80.4,56.1,591,77.8,70.4,9.3,-7.1,5.7,-7.6
2017,4038941,Justin Herbert,Ducks,ORE,79.5,39,279,40.1,35.8,10.3,-5.9,1.1,-7.1
2017,3129089,Ahmad Bradshaw,Black Knights,ARMY,79.5,45,308,52.4,-4.2,57.2,0,-0.7,0
2017,558337,Nick Fitzgerald,Bulldogs,MSST,78.5,46.7,477,55.7,11.5,47,-3.5,1.3,-4.1
2017,3929824,Brian Lewerke,Spartans,MSU,77.7,49.3,593,64.8,50.2,23.1,-11.6,4,-12.4
2017,3124092,John Wolford,Demon Deacons,WAKE,77.6,44.1,555,60.6,54.3,17.6,-9.3,-1,-10.3
2017,3728240,Kelly Bryant,Tigers,CLEM,77.6,39.5,621,56.5,46.6,21.1,-14.8,4.3,-15.5
2017,3932451,Brandon Wimbush,Fighting Irish,ND,76.2,26.8,445,37,15.5,31.1,-10.3,2.6,-12.1
2017,559556,Will Grier,Mountaineers,WVU,75.8,49.5,480,62.6,71.9,-4.9,-8.8,4.2,-8.8
2017,3924327,Drew Lock,Tigers,MIZ,74.5,47.9,514,54.8,56.5,1.6,-6,3.7,-7
