season,player_id,player_name,team_name,team_short_name,qbr_total,pts_added,qb_plays,epa_total,pass,run,exp_sack,penalty,sack
2009,188112,Scott Tolzien,Badgers,WIS,67.2,19.9,411,33.8,49.7,-2,-12.2,-0.8,-13
2009,379070,Terrelle Pryor Sr.,Buckeyes,OSU,67,20.1,496,36.8,23.4,30,-14.3,-1.1,-15.6
2009,175658,Jonathan Crompton,Volunteers,TENN,66.9,5.1,471,22.7,36.4,-1.4,-11.1,0.5,-12.8
2009,381755,Jeremiah Masoli,Ducks,ORE,66.6,12.8,469,29.4,23.2,14.3,-7.9,-0.2,-7.9
2009,170078,Ryan Colburn,Bulldogs,FRES,66.2,29.3,398,43.4,46.1,6.1,-10.1,1.8,-10.6
2009,169077,Riley Skinner,Demon Deacons,WAKE,64.9,31.8,516,48,59.4,3.8,-14.5,-0.1,-15.2
2009,184374,Jake Locker,Huskies,WASH,63.9,14.1,553,34.5,39.3,15.7,-17.9,-0.8,-19.8
2009,185026,Nathan Enderle,Vandals,IDHO,63.9,33.9,402,48.6,58.1,-2.4,-11.2,5.9,-13
2009,169280,Mike Kafka,Wildcats,NU,63.8,26.8,700,54.8,65.3,6.8,-17.5,2.6,-20
2009,184598,Aaron Opelt,Rockets,TOL,63.5,16.1,318,23.6,22.3,4.9,-2.1,-1.8,-2.1
2009,173642,Joe Webb,Blazers,UAB,63.1,36.3,537,47.6,23.6,39.3,-14.5,0,-15.4
2009,173694,Joey Elliott,Boilermakers,PUR,63,16.5,559,38.2,44.8,3.4,-8.9,-0.5,-9.4
2009,185054,Taylor Potts,Red Raiders,TTU,61.8,17.8,536,36.8,52.4,-1,-11.2,-0.7,-13.9
2009,132870,Martevious Young,Golden Eagles,USM,61.7,18.9,330,29.5,33.9,2.7,-4.1,-1.8,-5.3
2009,174442,Jarrett Brown,Mountaineers,WVU,61.5,13.1,445,31.9,30,18.7,-14.5,-0.5,-16.3
2009,184336,Todd Reesing,Jayhawks,KU,61,15.7,630,40.2,57.5,9.2,-24.9,0.4,-27.1
2009,188708,Ben Chappell,Hoosiers,IU,60.6,11.3,501,30.5,36.9,5.3,-8.3,-1.7,-9.9
2009,480322,Matt Barkley,Trojans,USC,60.4,1.5,435,19.1,30.9,-0.7,-8.9,-2.2,-8.9
2009,378238,Chris Todd,Tigers,AUB,60.3,-1.8,407,14.8,34.3,-1.8,-13.2,-1.7,-16
2009,382201,B.J. Daniels,Bulls,USF,59.9,15.2,425,29.9,25.5,22.9,-18.8,0.3,-18.8
2009,236253,Joshua Nesbitt,Yellow Jackets,GT,59.7,-2.4,479,18.1,23.5,2.2,-7.6,0,-7.6
2009,378564,Jordan Jefferson,Tigers,LSU,59.6,-9.3,451,11.1,32.6,1.9,-22.4,-0.8,-22.4
2009,381364,Blaine Gabbert,Tigers,MIZ,59.2,14.2,590,37.1,49.4,0.7,-13.6,2.4,-15.2
2009,379895,Nick Florence,Bears,BAY,58.5,-9.9,354,5.2,17.8,-3.1,-10.6,1,-10.6
2009,162666,Patrick Pinkney,Pirates,ECU,58.2,17.7,536,39,42.6,4.5,-8.3,1.2,-9.3
2009,377866,Kyle Parker,Tigers,CLEM,58.1,6.5,467,24.9,26.7,5,-8.6,3.9,-10.9
2009,184518,Tyler Sheehan,Falcons,BGSU,57.4,39.2,701,66.6,84.4,1.8,-17.7,-0.3,-19.2
2009,188980,Austen Arnaud,Cyclones,ISU,56.8,10.9,479,30.3,26.1,11.2,-7.4,0.2,-7.4
2009,483247,Kyle Padron,Mustangs,SMU,56.8,19.6,281,27.2,37.8,4.5,-13.1,-0.2,-14.8
2009,377700,Jacory Harris,Hurricanes,MIAMI,55.5,-5.6,494,15.9,51.3,-9.5,-21.1,-0.5,-25.5
2009,480401,Dave Shinskie,Eagles,BC,54.2,-2.5,354,12.8,18,0.6,-10.7,7.3,-13.1
2009,482099,Spencer Keith,Golden Flashes,KENT,53.3,11.2,361,22.9,25.2,-1.5,-3.7,2.9,-3.7
2009,480264,Tate Forcier,Wolverines,MICH,52.8,-7.1,423,11.7,30.5,0.4,-16.3,-1.6,-17.8
2009,188427,Kevin Riley,Golden Bears,CAL,52.4,-12.5,495,8.8,30.2,-6.5,-13.5,3,-17.8
2009,243503,Stephen Garcia,Gamecocks,SC,51.5,-27.7,607,1.2,25.4,-0.2,-23.3,0.6,-24.6
2009,191344,Thaddeus Lewis,Blue Devils,DUKE,51,0.7,572,24.9,47.9,-9.7,-15.3,2.9,-16
2009,191458,Jeff Van Camp,Owls,FAU,51,12.5,245,18.2,22.9,3.6,-7.3,0.1,-8.5
2009,238343,Diondre Borel,Aggies,USU,50,10.9,571,31.1,43,3.6,-16.6,1.3,-16.9
2009,237933,Omar Clayton,Rebels,UNLV,49.8,4.1,436,21.4,23,4.6,-7.5,1.4,-7.5
2009,184187,Brian Anderson,Thundering Herd,MRSH,49.8,10.2,524,30.9,37.3,3.3,-13.7,5.1,-14.8
2009,237674,Chandler Harnish,Huskies,NIU,49.5,4.7,338,16.9,28.4,-6.2,-6.8,1.7,-6.8
2009,191074,Ross Jenkins,Bulldogs,LT,49.1,2.1,407,18,24.5,6.1,-13.6,1.1,-13.6
2009,482903,Adam Froman,Cardinals,LOU,49.1,-5.7,275,6.3,18.5,-1.6,-11.4,0.7,-11.4
2009,240655,Ricky Dobbs,Midshipmen,NAVY,48.9,1.6,446,20.2,15.5,15.1,-10.6,0.7,-10.6
2009,183449,Jevan Snead,Rebels,MISS,48.8,-19.1,439,1.7,10.6,2.1,-10,0.3,-11.2
2009,237244,Dwight Dasher,Blue Raiders,MTSU,48.7,13.2,652,34.9,24.7,22.5,-11.3,-0.8,-11.3
2009,489437,Will Hudgens,Tigers,MEM,48.6,4.1,277,11.8,17.7,0.1,-5.6,-0.1,-5.9
2009,174054,Zac Robinson,Cowboys,OKST,48.3,-11.8,455,8.5,22.1,-5.7,-5.9,-1.2,-6.7
2009,377845,Landry Jones,Sooners,OKLA,48.1,-23.9,553,2.2,17.4,-11.3,-8.9,7,-11
2009,237656,Chris Masson,Ragin' Cajuns,ULL,47.6,6.1,470,25.6,25.4,5.6,-5.3,0.9,-6.4
2009,238239,Ryan Lindley,Aztecs,SDSU,47.6,5,519,23.8,33.1,-1.3,-10,3.7,-12
2009,169067,Brett Hodges,Knights,UCF,47.2,5.5,407,22.8,34,2.4,-13.4,0.4,-14.3
2009,188298,Ricky Stanzi,Hawkeyes,IOWA,46.9,-5.2,392,12.8,27.8,2.5,-16.3,1.5,-18.8
2009,189249,Juice Williams,Fighting Illini,ILL,46.2,-17.1,390,1.2,15.4,-2.9,-10.8,0.7,-12
2009,236717,GJ Kinne,Golden Hurricane,TLSA,46.2,-1.3,524,20.8,36.9,11.6,-26.2,1.5,-29.1
2009,384118,Zach Maynard,Bulls,BUFF,46.1,1.1,505,22.5,28.4,0.2,-9.5,5.5,-11.7
2009,383463,Ryan Griffin,Green Wave,TULN,45.8,0.6,267,9.9,20.7,-1.7,-7.4,-0.4,-8.7
2009,189709,Trevor Vittatoe,Miners,UTEP,44.6,6.2,507,26.9,48.5,-7.3,-14.9,1.3,-15.8
2009,160603,Grant Gregory,Wildcats,KSU,44.3,-16.8,306,-1.6,6.8,-2,-7.9,1.9,-8.3
2009,480614,Greg Paulus,Orange,SYR,44.2,-9.5,361,6.6,22.9,-2,-12.4,0.1,-14.4
2009,482317,Terrance Cain,Utes,UTAH,43.4,-6.3,315,7.8,24.2,-6,-8.5,-1.9,-8.5
2009,380716,Kevin Prince,Bruins,UCLA,43.2,-18.8,419,1.1,15.4,-0.6,-11.8,0.5,-14.6
2009,481988,Austyn Carta-Samuels,Cowboys,WYO,43,-4.2,515,17.3,26,9,-18.1,0.4,-18.5
2009,385052,Riley Dodge,Mean Green,UNT,42.6,3.6,436,22,27.3,0.8,-6.5,1.1,-7.1
2009,385212,Zac Dysert,RedHawks,M-OH,42.6,-7.4,583,16.7,28,21.4,-29.5,0.6,-33
2009,183674,T.J. Yates,Tar Heels,UNC,41.7,-19.3,434,1.4,19.2,-1.2,-13.5,-1.6,-15
2009,380345,Tyler Hansen,Buffaloes,COLO,41.7,-20.1,350,-2.7,11.4,10.1,-20.5,-2,-22.4
2009,480919,Bryant Moniz,Rainbow Warriors,HAW,40.9,0.9,406,14.8,23,3.4,-9.9,-0.6,-11
2009,170735,Tim Hiller,Broncos,WMU,40.7,-3.8,594,19.9,38.4,-2,-12.8,0.3,-16.8
2009,183330,Danny Sullivan,Sun Devils,ASU,40.1,-14.3,373,3.1,9.3,1.5,-6.9,0.4,-8.1
2009,232795,Theo Scott,Bobcats,OHIO,39.8,-10.8,467,10.7,27.8,-1.9,-15.4,0.2,-16.2
2009,514116,Tom Savage,Scarlet Knights,RUTG,39,-13.9,387,3.7,18,0.6,-16,1.4,-16.5
2009,232216,Zac Lee,Cornhuskers,NEB,38.4,-28,447,-5.4,18.8,-12.5,-11.7,-0.3,-11.7
2009,169181,Chris Turner,Terrapins,MD,37.7,-25.5,419,-4.5,16.2,-5.5,-15.3,1.7,-16.9
2009,237197,Nick Fanuzzi,Owls,RICE,36.3,-16,342,0.3,8.7,-1.4,-6.9,0.9,-8
2009,171349,Corey Leonard,Red Wolves,ARST,36.2,-17.4,305,-2.3,13.1,-3.4,-11.7,1.7,-13.7
2009,177565,Paul McCall,Golden Panthers,FIU,35.9,-19.9,487,2.8,20.9,-1.4,-16,1.3,-18
2009,176430,Grant Stucker,Rams,CSU,35.5,-11.7,316,2.9,11.6,2.8,-10.5,0.4,-11.9
2009,236079,Larry Smith,Commodores,VAN,34.9,-30.7,344,-12.9,-5.8,9,-13.3,-0.9,-15
2009,191930,Trey Revell,Warhawks,ULM,34.5,-8.6,345,6.5,12.6,0.9,-7.3,0.3,-7.3
2009,380309,Bo Levi Mitchell,Mustangs,SMU,34.3,-7.9,305,6.1,15.1,-1.2,-6.8,-0.2,-7.6
2009,378217,Tyson Lee,Bulldogs,MSST,33.3,-35,324,-17.2,-1,-3.6,-10.5,-0.8,-11.8
2009,189949,Vaughn Charlton,Owls,TEM,32.9,-14.4,276,-1,8.5,-2.1,-7.3,-0.1,-7.3
2009,177413,Jameel Sewell,Cavaliers,UVA,31.6,-41.7,453,-17.5,5.4,-0.7,-22.5,1.8,-24
2009,169993,Donovan Porterie,Lobos,UNM,31.3,-39.9,560,-10.1,15.7,-6.6,-18,1.4,-20.4
2009,188157,Adam Weber,Golden Gophers,MINN,30.4,-45.6,483,-20.3,12.7,-9.5,-21.7,0.6,-24.5
2009,188466,Cody Hawkins,Buffaloes,COLO,29.8,-24.6,282,-8.1,0.3,-1.7,-6.2,0.2,-7
2009,382917,Kawaun Jakes,Hilltoppers,WKU,27.7,-26.2,408,-5.3,9,3.4,-15.6,0.5,-18
2009,378384,Kelly Page,Cardinals,BALL,27.6,-15.3,278,-1.7,2.1,11.6,-14.8,0.6,-16
2009,195048,Jordan La Secla,Spartans,SJSU,26.2,-24.8,400,-4.6,13.5,-7.1,-12.5,2.4,-13.8
2009,482011,Patrick Nicely,Zips,AKR,22.9,-28.1,278,-12.8,1,-2.7,-10,0.2,-11.3
2009,483302,Trent Steelman,Black Knights,ARMY,17.9,-43.2,335,-25.9,3.6,-23.1,-5.9,0.2,-6.4
2009,480613,Jeff Fleming,Aggies,NMSU,11.3,-40.4,272,-21,-14,1.3,-9.3,0.9,-9.3
2010,380470,Andrew Luck,Cardinal,STAN,93.8,102,459,97.5,77.2,23.2,-3.6,3,-6
2010,232016,Cam Newton,Tigers,AUB,90,93.5,582,107.6,65.8,54.8,-12.9,1.2,-14.2
2010,232560,Kellen Moore,Broncos,BSU,89.4,89.4,440,80.8,87.3,-2.8,-4.8,2.1,-5.7
2010,183575,Colin Kaepernick,Wolf Pack,NEV,87.7,108.4,575,110.3,65.2,48.8,-4.9,1.2,-4.9
2010,379070,Terrelle Pryor Sr.,Buckeyes,OSU,82.4,63.5,484,64.8,48.2,26.6,-8.3,-1.8,-8.3
2010,188112,Scott Tolzien,Badgers,WIS,80.6,39.4,315,44.5,57.1,-1.8,-9.3,0.7,-11.4
2010,183253,Andy Dalton,Horned Frogs,TCU,80.5,65,438,68.2,59.3,14.6,-5.3,1.3,-6.9
2010,480237,Denard Robinson,Wolverines,MICH,79.9,57.2,554,72.6,31.7,46.8,-4,-1.4,-4.5
2010,237674,Chandler Harnish,Huskies,NIU,78.7,70.7,464,79.9,59.2,24.3,-7.5,3.8,-7.5
2010,236838,Tyrod Taylor,Hokies,VT,78.3,49.4,498,61.1,54.1,22.4,-18.7,4.3,-19.6
2010,185054,Taylor Potts,Red Raiders,TTU,78.1,69,618,82.5,83.4,8.9,-11,1.9,-11.7
2010,191494,Greg McElroy,Crimson Tide,ALA,77.8,33.7,401,42.8,58.6,3.2,-16,0.2,-19.2
2010,232007,Ryan Mallett,Razorbacks,ARK,76.1,33.7,509,49.7,67.9,-0.1,-15.8,-1,-17.1
2010,188612,Mike Hartline,Wildcats,UK,75.6,40.7,471,52.1,57.9,0.6,-8.6,2.9,-9.2
2010,480210,Aaron Murray,Bulldogs,UGA,74.3,32.1,453,45.3,53.7,9.9,-15.8,-0.6,-17.9
2010,378497,Robert Griffin III,Bears,BAY,73.3,49.8,656,59,62.2,10.5,-10.2,-2.2,-11.6
2010,238239,Ryan Lindley,Aztecs,SDSU,73,49.3,482,62.7,63.2,3.4,-6,2.6,-6.4
2010,243503,Stephen Garcia,Gamecocks,SC,71.9,25.7,506,44.6,55.9,3.6,-14.6,0.2,-15.1
2010,188298,Ricky Stanzi,Hawkeyes,IOWA,71.5,33.3,432,45.8,53,3.8,-10.6,-0.2,-10.6
2010,382104,Tino Sunseri,Panthers,PITT,71.3,29.1,441,44.2,45.4,11.4,-13.3,0.6,-13.3
2010,503649,Jeff Godfrey,Knights,UCF,70.2,44.2,421,55.7,45.6,22.5,-10.1,-1.2,-11.1
2010,235677,Brandon Weeden,Cowboys,OKST,70.1,35.3,569,52.4,65.1,-3.4,-6.9,0.2,-9.5
2010,377845,Landry Jones,Sooners,OKLA,70.1,33.9,723,57,67,-1.3,-13.3,5.2,-13.9
2010,481547,Taylor Martinez,Cornhuskers,NEB,69.8,22.4,390,34.5,25,28.6,-15.6,-1.4,-17.8
2010,501546,Tyler Bray,Volunteers,TENN,69.7,17,272,23.4,29.1,0.4,-8.4,2.2,-8.4
2010,237001,Dan Persa,Wildcats,NU,69.6,46.3,500,66,71.4,16.9,-20.9,0.1,-22.3
2010,500941,Dominique Davis,Pirates,ECU,69.5,54.5,755,72.9,66.6,11.6,-9.4,4.2,-9.4
2010,378502,Darron Thomas,Ducks,ORE,69.3,24.6,489,42.2,37,12.2,-6.3,1.8,-8.9
2010,183674,T.J. Yates,Tar Heels,UNC,68.3,30.4,557,53,72.6,3.5,-24,2,-25
2010,188466,Cody Hawkins,Buffaloes,COLO,67.9,13.8,260,17.8,18.3,-0.8,-2.2,3,-2.8
2010,480322,Matt Barkley,Trojans,USC,67.9,18.2,457,35.6,41.1,5.9,-9.7,-0.3,-11.3
2010,238093,Russell Wilson,Wolfpack,NCST,67.8,27.5,716,53.6,46.4,26.4,-20.7,3.7,-22.8
2010,238803,Nick Foles,Wildcats,ARIZ,67.5,18.5,511,35.5,50.4,2.3,-15.8,0,-17.2
2010,480919,Bryant Moniz,Rainbow Warriors,HAW,67.2,56.4,691,66.9,73.1,8.8,-16.2,1.8,-16.9
2010,188708,Ben Chappell,Hoosiers,IU,64.9,36.4,569,56.8,63,-3.4,-7.7,5.9,-8.6
2010,232059,Ryan Tannehill,Aggies,TA&M,64.4,1.6,309,14.1,25.5,-2.2,-9.9,1.4,-10.6
2010,238910,Kirk Cousins,Spartans,MSU,64.2,17.3,416,30.8,51.8,-3.8,-13.8,-2.3,-15.1
2010,386275,Tim Jefferson Jr.,Falcons,AF,64.1,19,337,31.7,19.7,16.1,-2,-1.9,-2
2010,183733,Christian Ponder,Seminoles,FSU,64.1,4.8,438,21.9,28.6,9.3,-13.2,-0.2,-15.9
2010,381755,Jeremiah Masoli,Rebels,MISS,63.3,8.6,447,23.4,19.3,11.7,-6.1,0.1,-7.3
2010,188157,Adam Weber,Golden Gophers,MINN,63.2,15.7,468,30.5,30.7,6.8,-9.4,2.6,-9.7
2010,482349,Jordan Wynn,Utes,UTAH,62.9,10.5,343,22.1,28.2,-2.8,-3.1,0.5,-3.7
2010,480847,Danny O'Brien,Terrapins,MD,61.7,10,415,25.5,36.2,-2.1,-8.6,1.2,-9.8
2010,381689,Sean Renfree,Blue Devils,DUKE,61.2,8.3,546,28.8,39.6,3.6,-14.4,0.8,-15.3
2010,378147,Ryan Katz,Beavers,ORST,60.9,-5.5,464,13.7,30.5,5,-19.2,-0.7,-20.6
2010,237276,Bryan Ellis,Blazers,UAB,60.8,25.5,472,43.1,43.5,2.2,-5.1,1.6,-5.1
2010,381364,Blaine Gabbert,Tigers,MIZ,59.6,2.9,625,27.3,43.1,-4.2,-10.4,-0.5,-11
2010,378564,Jordan Jefferson,Tigers,LSU,59.3,-3.6,344,11.6,11.5,11.6,-10.2,-0.5,-11.1
2010,232807,Zach Collaros,Bearcats,CIN,59.3,3.7,551,24.1,37.7,0.7,-15.6,3.7,-18
2010,503173,David Piland,Cougars,HOU,59.2,14.8,402,28.1,31,-2.7,-3,2.7,-3
2010,232227,Steven Threet,Sun Devils,ASU,58.5,7.3,427,25.3,37.7,-1.2,-14.2,3.9,-15.1
2010,170078,Ryan Colburn,Bulldogs,FRES,58,20.6,487,35.3,54.7,9.7,-20.8,-1.1,-27.8
2010,385324,Dayne Crist,Fighting Irish,ND,57.9,6.3,367,20.3,26.7,2.3,-9.4,1.8,-10.5
2010,488025,Geno Smith,Mountaineers,WVU,57.5,7.7,522,28,41.1,7.1,-18.3,0.3,-20.5
2010,483247,Kyle Padron,Mustangs,SMU,56.8,29.9,641,50.8,61.3,11.4,-16.2,-1.5,-20.3
2010,480413,Nathan Scheelhaase,Fighting Illini,ILL,56.7,7.1,471,25.2,23.2,13,-12.8,2,-12.8
2010,184374,Jake Locker,Huskies,WASH,56.1,-6.8,486,15,26.1,2.6,-11.7,-1,-12.6
2010,188980,Austen Arnaud,Cyclones,ISU,55.9,-2.4,436,14.6,19.5,3,-8.4,1.2,-9.1
2010,482620,Jeff Tuel,Cougars,WSU,55.6,-3.7,539,17.6,31.6,8.4,-24.2,2.3,-24.6
2010,237729,Austin Davis,Golden Eagles,USM,55.5,27,623,47.9,49.2,10.5,-10.6,0.4,-12.3
2010,192425,Carson Coffman,Wildcats,KSU,55.5,4.1,403,19.5,35.8,-3.2,-13.9,1.6,-14.6
2010,482903,Adam Froman,Cardinals,LOU,54.9,11.2,290,21.4,27.3,1.6,-6.5,0.7,-8.2
2010,237175,Chris Relf,Bulldogs,MSST,54.9,0.3,429,19.2,29.7,1.7,-11,-0.7,-11.5
2010,377700,Jacory Harris,Hurricanes,MIAMI,53.7,-9.4,339,6.1,11.5,3.1,-7.7,-0.3,-8.2
2010,384784,Ryan Aplin,Red Wolves,ARST,53.6,26.5,593,48.5,41.7,20.2,-15.2,2.6,-15.9
2010,236717,GJ Kinne,Golden Hurricane,TLSA,53.5,27.3,653,49.9,54.4,8.8,-15.5,2.4,-15.5
2010,191074,Ross Jenkins,Bulldogs,LT,52.1,8.4,357,21.2,22.6,4.9,-7,0.7,-7
2010,482077,Alex Gillett,Eagles,EMU,52,7.8,443,23.2,15.1,17.7,-10.5,2.7,-12.4
2010,235158,John Brantley,Gators,FLA,51.9,-13.9,428,5.3,26.5,-9.2,-11.1,0,-12.1
2010,481988,Austyn Carta-Samuels,Cowboys,WYO,51.4,3.4,398,18.3,14.9,18.6,-16.3,2.5,-17.7
2010,383521,Alex Carder,Broncos,WMU,49.8,13.8,605,34.7,42.6,9.3,-16.6,3.2,-20.3
2010,382201,B.J. Daniels,Bulls,USF,48.6,-12.7,403,5.9,9.6,1,-11.4,7.3,-11.9
2010,183667,Marc Verica,Cavaliers,UVA,48.3,-8.6,480,11.8,25,-2.9,-10.5,0.3,-10.5
2010,480981,Corey Robinson,Trojans,TROY,47.2,12.7,612,35,57.5,-7.7,-12.3,-0.1,-14.7
2010,377866,Kyle Parker,Tigers,CLEM,47.2,-22.6,424,-2.1,15.1,-11.1,-7,3.8,-9.7
2010,385052,Riley Dodge,Mean Green,UNT,47,5.3,290,17.7,24.9,3.9,-10.1,-1,-10.1
2010,237155,Wesley Carroll,Golden Panthers,FIU,46.9,-5.3,474,15.4,29.8,-1.7,-11.5,-0.9,-11.8
2010,482357,Rob Henry,Boilermakers,PUR,45.5,-1.4,270,9.8,2.4,9.4,-1.1,-0.9,-1.1
2010,480209,Garrett Gilbert,Longhorns,TEX,45.1,-18.6,593,7.8,9.2,11.5,-10.7,-0.7,-12.3
2010,191668,Jerrod Johnson,Aggies,TA&M,45.1,-12.3,395,5.5,13,8.5,-13,-1.4,-14.6
2010,184187,Brian Anderson,Thundering Herd,MRSH,44.4,-3.4,468,15.9,17.4,3.4,-6.5,3,-8
2010,481225,Austin Dantin,Rockets,TOL,42.7,-8.2,326,6.5,14.9,5.1,-9.1,-2.3,-11.3
2010,501563,Jake Heaps,Cougars,BYU,42.5,-11.7,462,7.5,16.6,-0.3,-10.1,1.9,-10.6
2010,189709,Trevor Vittatoe,Miners,UTEP,42.2,3.6,519,23.2,33.6,0.7,-12.4,2.4,-13.1
2010,240655,Ricky Dobbs,Midshipmen,NAVY,42.1,-9.8,441,10,32.5,-16.9,-6.8,0.9,-6.8
2010,501565,Pete Thomas,Rams,CSU,41.9,-19.7,493,2.5,22.9,-0.3,-17.8,1,-21
2010,185026,Nathan Enderle,Vandals,IDHO,41.5,-6.1,582,17.1,37.9,-2.2,-20.3,2.9,-21.6
2010,379032,Boo Jackson,Bobcats,OHIO,41.4,0.6,420,15.8,20.8,5,-12.1,3.4,-13.6
2010,383499,Ryan Radcliff,Chippewas,CMU,41.3,-5.1,571,18.1,44.1,-5.4,-19.6,1.8,-22.2
2010,238915,Matt Simms,Volunteers,TENN,41.1,-20.7,264,-6.8,9.7,1.1,-14.6,-1.1,-16.5
2010,500554,Tanner Price,Demon Deacons,WAKE,40.5,-15.4,332,0.4,11.1,0.4,-10.6,-0.5,-10.6
2010,237933,Omar Clayton,Rebels,UNLV,38.5,-22.6,409,-1.9,8.3,0.8,-10.6,0.7,-11.7
2010,480235,Richard Brehaut,Bruins,UCLA,38.4,-19.5,288,-4.2,6.6,-2.8,-6.7,0.1,-8.4
2010,483302,Trent Steelman,Black Knights,ARMY,37.9,-6.5,356,8.9,12.4,-0.1,-4.2,0.8,-4.2
2010,382584,Ryan Nassib,Orange,SYR,37.8,-19.8,477,2.6,31.5,-4.7,-21.2,1,-25.1
2010,240787,Zach Frazer,Huskies,CONN,37.7,-23.1,317,-6.5,4,-1.9,-7.5,-0.5,-8
2010,481248,Kolton Browning,Warhawks,ULM,36.6,-10.7,587,14.6,32.5,4.6,-19.6,-2.8,-20.1
2010,385212,Zac Dysert,RedHawks,M-OH,36.3,-15.1,454,5.6,26.4,-3.9,-15.3,-0.7,-16.1
2010,195048,Jordan La Secla,Spartans,SJSU,35.8,-17.8,511,5.6,24.3,2.6,-16.7,-0.8,-20.5
2010,237197,Nick Fanuzzi,Owls,RICE,34.6,-10.6,328,3.8,19.1,-5.9,-8.2,-0.5,-8.7
2010,238343,Diondre Borel,Aggies,USU,34.6,-29.5,487,-4.4,6.9,2.4,-13.6,2.2,-15.9
2010,237656,Chris Masson,Ragin' Cajuns,ULL,34.5,-16.8,347,-0.1,16.8,-6.1,-11.6,1.6,-12.4
2010,503835,Chas Dodd,Scarlet Knights,RUTG,34.3,-24.2,316,-7.6,22.4,-1.8,-25.5,-1.3,-26.9
2010,482099,Spencer Keith,Golden Flashes,KENT,33.8,-20.2,449,1.2,5.1,6,-10.4,1.2,-11.1
2010,191458,Jeff Van Camp,Owls,FAU,33.2,-23.9,428,-2.9,19,-0.3,-20.1,1.3,-22.6
2010,236253,Joshua Nesbitt,Yellow Jackets,GT,32.9,-23.4,305,-7.7,-5.2,0.5,-4.5,1.1,-4.5
2010,480812,Jordan Webb,Jayhawks,KU,32.5,-20.8,308,-4.2,3.8,5,-11.2,-0.3,-12.6
2010,383463,Ryan Griffin,Green Wave,TULN,31.6,-20.4,446,0.8,24.8,-5.5,-16.9,1.5,-19.9
2010,500844,Matt Christian,Aggies,NMSU,31.4,-19.2,328,-2.6,3.2,-2.9,-3.8,1.8,-4.7
2010,509992,Ryan Williams,Tigers,MEM,30.4,-28.6,376,-7.7,11.1,-2.9,-14.4,-0.5,-15.4
2010,237244,Dwight Dasher,Blue Raiders,MTSU,29,-23.1,422,-2.2,-0.7,7.4,-9.2,0.8,-9.6
2010,482947,Matt Schilz,Falcons,BGSU,26,-43.5,471,-15.9,1.8,0.6,-17.2,1.5,-20
2010,503695,Keith Wenning,Cardinals,BALL,23.9,-21.4,286,-6.9,0.6,2.5,-10.7,0.7,-10.7
2010,236079,Larry Smith,Commodores,VAN,23.6,-50.9,377,-27.4,-7.4,-0.1,-17.6,-1.2,-18.4
2010,382917,Kawaun Jakes,Hilltoppers,WKU,23.1,-41.6,438,-16.8,2,-0.9,-17.2,1.3,-19.1
2010,383087,Jerry Davis,Bulls,BUFF,22.9,-32.8,417,-9.9,2.6,-5.8,-6.9,1,-7.6
2010,482011,Patrick Nicely,Zips,AKR,18.4,-52.8,426,-25.6,-4.9,-4.8,-15.8,1.4,-17.3
2011,238093,Russell Wilson,Badgers,WIS,94.1,100.3,435,95.3,93.1,16.3,-14.1,0.8,-15.1
2011,232560,Kellen Moore,Broncos,BOIS,85.6,88.4,499,86.4,99.9,-14.1,-2.9,3.5,-2.9
2011,380470,Andrew Luck,Cardinal,STAN,83.8,63.4,485,71.5,72.9,7.1,-8.2,0.1,-9.2
2011,378497,Robert Griffin III,Bears,BAY,83.5,88,632,97.5,99.9,11,-14.8,2,-15.8
2011,235677,Brandon Weeden,Cowboys,OKST,82.6,73.5,614,80.4,83.8,0.8,-7.6,3.2,-7.6
2011,480322,Matt Barkley,Trojans,USC,82.2,63.6,524,72.2,68.8,2,-4.3,6.3,-5
2011,191981,Case Keenum,Cougars,HOU,80.1,97.2,704,101.2,108.9,5,-9.6,-2.4,-10.4
2011,480215,AJ McCarron,Crimson Tide,ALA,77.9,28.3,390,40.4,49.3,-3.8,-6.7,2.2,-7.4
2011,504292,Connor Shaw,Gamecocks,SC,77.5,29.4,349,40.9,20.3,35.9,-13.5,-1,-14.4
2011,237001,Dan Persa,Wildcats,NW,76.4,33.9,406,46.2,57,4.3,-19.2,4.7,-19.8
2011,378502,Darron Thomas,Ducks,ORE,75.4,32,436,42.2,42.8,7.4,-7.5,0.4,-8.7
2011,480210,Aaron Murray,Bulldogs,UGA,74.6,25.5,551,44.8,54.2,5.5,-18.3,4.9,-20.2
2011,501546,Tyler Bray,Volunteers,TENN,74.6,18.6,300,25.9,28.8,-0.7,-6.4,4.3,-6.4
2011,382642,Tyler Wilson,Razorbacks,ARK,74.4,33.9,547,49.5,63.4,1.3,-13.1,-1.2,-14.5
2011,480237,Denard Robinson,Wolverines,MICH,74.1,38,502,53.3,29.8,33.8,-11,1.7,-12
2011,237674,Chandler Harnish,Huskies,NIU,73.8,88.5,614,97.1,62,41.8,-5.8,0,-6.7
2011,512838,Braxton Miller,Buckeyes,OSU,73.6,22.8,352,34.8,19.2,41.4,-22.9,-1.6,-24.1
2011,480239,Logan Thomas,Hokies,VT,73.3,50.3,587,66.8,48.1,26.9,-9.4,2.2,-10.5
2011,377845,Landry Jones,Sooners,OKLA,71.8,52.2,629,66.1,74.6,-1.2,-7.3,0.8,-8.1
